registro,type,modified,language,license,rightsHolder,accessRights,bibliographicCitation,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,associatedMedia,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOccurrences,associatedOrganisms,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,_class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,measurementID,measurementType,measurementValue,measurementAccuracy,measurementUnit,measurementDeterminedBy,measurementDeterminedDate,measurementMethod,measurementRemarks,resourceRelationshipID,resourceID,relatedResourceID,relationshipOfResource,relationshipAccordingTo,relationshipEstablishedDate,relationshipRemarks,uniprot
2041,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV1622,TULV1622,10,G. Parra,,,,,,,,,,,,https://flic.kr/p/p93feM,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1982-11-10,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Buga,El Vínculo,"Corregimiento El Vinculo, Estación Biológica",,950,950,,,,,,,,,3.82,-76.3,WGS84,,,,,03°49'00''N,76°18'00''W,grados minutos segundos,,,,,G. Parra,,,,,,,,,,,,,,,,,,,,,,,,,,,W. Devia,1982,,,,,,,,,,,,Genipa americana L.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Genipa,,americana,,Especie,,L.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2571309
2042,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV16916,TULV16916,10857,"W. Devia, J. Adarve, A. Cruz & A. Hernandez",,,,,,,,,,,,https://flic.kr/p/p7j7mY,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,2005-12-26,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,La Iberia,"Corregimiento La Iberia, Vereda La Iberia, Reserva Bosque Verde del señor Luis Carlos Villegas",,1220,1220,,,,,,,,,4.07,-76.1186,WGS84,,,,,04°04'18.7''N,76°07'07.7''W,grados minutos segundos,,,,,"W. Devia, J. Adarve, A. Cruz & A. Hernandez",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palicourea acetosoides Wernham,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Palicourea,,acetosoides,,Especie,,Wernham,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2571309
2043,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV1698,TULV1698,303,W. Devia,,,,,,,,,,,,https://flic.kr/p/p92y2H,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1983-09-01,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Versalles,El Cedro,Corregimiento El Cedro.,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Dwyer,1985,,,,,,,,,,,,Hamelia patens Jacq.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Hamelia,,patens,,Especie,,Jacq.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2571309
2044,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV1776,TULV1776,413,H. Murphy,,,,,,,,,,,,https://flic.kr/p/p8ZiLT,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1982-05-19,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Yotoco,Mediacanoa,"Corregimiento Mediacanoa, vía a las Palmas, Darien.",,1200,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C.M.Taylor,2004,,,,,,,,,,,,Chiococca alba (L.) Hitchc.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Chiococca,,alba,,Especie,,(L.) Hitchc.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2571309
2045,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2214,TULV2214,559,W. Devia,,,,,,,,,,,,https://flic.kr/p/oRKKwU,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1984-05-30,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes, limites finca Potrerillo.",,1200,1200,,,,,,,,,4.03,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,W. Devia,,,,,,,,,,,,,,,,,,,,,,,,,,,C. M. Taylor,1992,,,,,,,,,,,,Condaminea corymbosa (Ruiz & Pav.) DC.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Condaminea,,corymbosa,,Especie,,(Ruiz & Pav.) DC.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2571309
2046,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2896,TULV2896,438,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/p9gDFm,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1978-04-09,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes",,1100,1100,,,,,,,,,4.03,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Dwyer,1985,,,,,,,,,,,,Gonzalagunia panamensis (Cav.) K.Schum.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Gonzalagunia,,panamensis,,Especie,,(Cav.) K.Schum.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2571309
2047,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2903,TULV2903,455,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/oRR7z5,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1978-05-10,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes, Quebrada Valenzuela, que desemboca al río Tuluá",,1100,1100,,,,,,,,,4.03,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,C. M. Taylor,1992,,,,,,,,,,,,Psychotria carthagenensis Jacq.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Psychotria,,carthagenensis,,Especie,,Jacq.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2571309
2048,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2916,TULV2916,476,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/p9imYn,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1978-05-09,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes",,1100,1100,,,,,,,,,4.03,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Dwyer,1985,,,,,,,,,,,,Gonzalagunia panamensis (Cav.) K.Schum.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Gonzalagunia,,panamensis,,Especie,,(Cav.) K.Schum.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2571309
2049,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2955,TULV2955,605,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/p95bQP,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1979-01-30,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes, reserva natural.",,1100,1100,,,,,,,,,4.03,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,C. M. Taylor,1992,,,,,,,,,,,,Psychotria carthagenensis Jacq.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Psychotria,,carthagenensis,,Especie,,Jacq.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2571309
2050,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2957,TULV2957,610,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/p9dQrL,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1979-01-30,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes, laderas en vía de repoblacion natural",,1100,1100,,,,,,,,,4.03,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,C. M. Taylor,1992,,,,,,,,,,,,Chiococca alba (L.) Hitchc.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Chiococca,,alba,,Especie,,(L.) Hitchc.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2571309
2051,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2994,TULV2994,667,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/oRS3hT,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1979-05-15,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Sevilla,La Estelia,Corregimiento La Estelia,,1200,1200,,,,,,,,,4.23,-75.9667,WGS84,,,,,04°14'00''N,75°58'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,C. M. Taylor,1992,,,,,,,,,,,,Palicourea amethystina (Ruiz & Pav.) DC.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Palicourea,,amethystina,,Especie,,(Ruiz & Pav.) DC.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2571309
2052,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV2996,TULV2996,670,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/oRRqQ1,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1972-05-15,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Sevilla,La Estelia,Corregimiento La Estelia,,1200,1200,,,,,,,,,4.23,-75.9667,WGS84,,,,,04°14'00''N,75°58'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,C. M. Taylor,1992,,,,,,,,,,,,Psychotria micrantha Kunth,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Psychotria,,micrantha,,Especie,,Kunth,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2571309
2053,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3058,TULV3058,739,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/oRQkXt,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1979-05-17,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Bugalagrande,Paila Arriba,"Corregimiento Paila Arriba, Quebrada San Pablo, Hacienda San Marcos.",,1200,1200,,,,,,,,,4.22,-76,WGS84,,,,,04°13'00''N,76°00'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,C. M. Taylor,1992,,,,,,,,,,,,Psychotria hebeclada DC.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Psychotria,,hebeclada,,Especie,,DC.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2617723
2054,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3131,TULV3131,831,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/oRKtMM,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1979-05-23,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Vijes,Villanueva,"CorregimientoVillanueva, Quebrada Villa Nueva.",,1000,1000,,,,,,,,,3.65,-76.5,WGS84,,,,,03°39'00''N,76°30'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Dwyer,1985,,,,,,,,,,,,Chiococca alba (L.) Hitchc.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Chiococca,,alba,,Especie,,(L.) Hitchc.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2617723
2055,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3326,TULV3326,808,W. Devia,,,,,,,,,,,,https://flic.kr/p/oRPvck,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1984-09-28,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,San Pedro,San José,"Corregimiento. San Jose, finca El Tibet, a orilla del río Cauca.",,900,900,,,,,,,,,4.03,-76.2833,WGS84,,,,,04°02'00''N,76°17'00''W,grados minutos segundos,,,,,W. Devia,,,,,,,,,,,,,,,,,,,,,,,,,,,S. M. Taylor,1992,,,,,,,,,,,,Genipa americana L.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Genipa,,americana,,Especie,,L.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2617723
2056,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3567,TULV3567,993,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/p9gJvw,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1980-02-01,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Zarzal,Quebrada Nueva,"A 26 Km. vía Zarzal-Armenia, relictos boscosos.",,1100,1100,,,,,,,,,4.38,-76.0667,WGS84,,,,,04°23'00''N,76°04'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Dwyer,1985,,,,,,,,,,,,Genipa americana L.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Genipa,,americana,,Especie,,L.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2617723
2057,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3580,TULV3580,1007,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/p9kysF,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1980-02-12,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Zarzal,Quebrada Nueva,"Vía Zarzal-Quebrada Nueva-Corozal-La Tebaida, después de Estación Caicedo.",,1100,1100,,,,,,,,,4.42,-75.8667,WGS84,,,,,04°25'00''N,75°52'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,C.M. Taylor,2004,,,,,,,,,,,,Psychotria micrantha Kunth,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Psychotria,,micrantha,,Especie,,Kunth,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2617723
2058,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3714,TULV3714,1243,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/p7dqBh,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1980-12-22,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes",,1070,1070,,,,,,,,,4.03,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Dwyer,1985,,,,,,,,,,,,Condaminea corymbosa (Ruiz & Pav.) DC.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Condaminea,,corymbosa,,Especie,,(Ruiz & Pav.) DC.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2617723
2059,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV373,TULV373,652,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/p8Zmdr,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1979-05-15,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Sevilla,La Estelia,"Corregimiento La Estelia, vía Uribe-Sevilla.",,1200,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C. M. Taylor,1992,,,,,,,,,,,,Chiococca alba (L.) Hitchc.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Chiococca,,alba,,Especie,,(L.) Hitchc.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2639431
2060,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3741,TULV3741,1272,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/oRQReV,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1980-07-22,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Riofrío,Fenicia,"Corregimiento Fenicia, vía La Sonora-Fenicia-Los Alpes.",,1300,1300,,,,,,,,,4.08,-76.3667,WGS84,,,,,04°05'00''N,76°22'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,C. M. Taylor,1988,,,,,,,,,,,,Palicourea demissa Standl.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Palicourea,,demissa,,Especie,,Standl.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2639431
2061,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV3752,TULV3752,1284,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/oRLv1K,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1980-12-23,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Riofrío,Fenicia,"Corregimiento Fenicia, vía La Sonora-Fenicia-Los Alpes.",,1300,1300,,,,,,,,,4.08,-76.3667,WGS84,,,,,04°05'00''N,76°22'00''W,grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,C. M. Taylor,1992,,,,,,,,,,,,Chiococca alba (L.) Hitchc.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Chiococca,,alba,,Especie,,(L.) Hitchc.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2639431
2062,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV4008,TULV4008,1028,W. Devia,,,,,,,,,,,,https://flic.kr/p/oRL9E5,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1985-02-28,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Riofrío,Salónica,"Vereda El Crucero, vía Riofrío-Salónica.",,1100,1100,,,,,,,,,4.17,-76.3333,WGS84,,,,,04°10'00''N,76°20'00''W,grados minutos segundos,,,,,W. Devia,,,,,,,,,,,,,,,,,,,,,,,,,,,C. M. Taylor,1992,,,,,,,,,,,,Condaminea corymbosa (Ruiz & Pav.) DC.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Condaminea,,corymbosa,,Especie,,(Ruiz & Pav.) DC.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2639431
2063,,,es,,,,,,800086201-5,Registro Nacional de Colecciones:72,,Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca,INCIVA,,,Espécime preservado,,,,INCIVA:TULV409,TULV409,455,H. Cuadros,,,,,,,,,,,,https://flic.kr/p/p7iXaS,http://www.flickr.com/groups/2287605@N22/,,,,,,,,,,,,,,,,1978-05-10,,,,,,,,Bosque seco tropical,,,,,,,,,,SA,,,,Colombia,,Valle del Cauca,Tuluá,Mateguadua,"Corregimiento Mateguadua, Jardín Botánico Juan María Céspedes, Quebrada Valenzuela, que desemboca al río Tuluá",,1050,1050,,,,,,,,,4.03,-76.1689,WGS84,,,,,"04°01'42""N","76°10'08""W",grados minutos segundos,,,,,H. Cuadros,,,,,,,,,,,,,,,,,,,,,,,,,,,C. M. Taylor,1992,,,,,,,,,,,,Psychotria carthagenensis Jacq.,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,RUBIACEAE,Psychotria,,carthagenensis,,Especie,,Jacq.,,Cronquist81; APG3,,,,,,,,,,,,,,,,,,,,2649795
